yaba,bu2ebu1h
yabalamak,bu2ebu1h||lemfo2
yabalamak,yebu1h||lemfo2
yabala,yebu1h||le
yabanabad,yebu1ebo1||eo6bu1ed
yabân adamı,bu2bu1ebo1 edmy
yabanadamı,bu2ebu1ebo1 eo6dmy
yaban adamı,ybu1ebo1 edmy
yabanadamı,yebu1ebo1 eo6dmy
yabanarısı,bu2ebu1ebo1 eo6rbu2sy
yabanarısı,yebu1ebo1 eo6rysy
yabanasması,bu2ebu1ebo1 eo6zmah||sy
yabanasması,yebu1ebo1 eo6zmah||sy
yaban,bu2ebu1ebo1
yabancı,bu2bu1ebo1xu1y
yabancı,bu2ebu1ebo1xu1y
yabancılar,yebu1ebo1xu1ylr
yabancılık,bu2bu1ebo1xu1bu2lfo2
yabancılık,bu2ebu1ebo1xu1bu2lfo2
yabancılık,ybu1ebo1xu1ylfo2
yabancılık,yebu1ebo1xu1ylfo2
yabancı,ybu1ebo1xu1y
yabancı,yebu1ebo1xu1y
yaban defnesi,bu2bu1ebo1 dfo1bo1h sy
yaban defnesi,ybu1ebo1 dfo1bo1h sy
yabandomuzu,bu2ebu1ebo1 twmwro1y
yabandomuzu,yebu1ebo1 twmwro1y
yaban eşeği,bu2bu1ebo1 eso3ky
yabaneşeği,bu2ebu1ebo1 eso3ko7y
yaban eşeği,ybu1ebo1 eso3ky
yabaneşeği,yebu1ebo1 eso3ko7y
yaban hanımeli,bu2bu1ebo1 xebo1m ely
yaban hanımeli,ybu1ebo1 xebo1m ely
yaban havucu,bu2bu1ebo1 hewxu1y
yabanhavucu,bu2ebu1ebo1 hewxu1y
yaban havucu,ybu1ebo1 hewxu1y
yabanhavucu,yebu1ebo1 hewxu1y
yabanî,bu2bu1ebo1y
yabânî,bu2bu1ebo1y
yabânî,bu2ebu1ebo1y
yabanidir,ybu1ebo1ydr
yabânî elma,bu2bu1ebo1y elme
yabani elma,ybu1ebo1y elme
yabanilere,ybu1ebo1ylrh
yabanîlere,ybu1ebo1ylrh
yabanilerin,ybu1ebo1ylrko3
yabaniler,ybu1ebo1ylr
yabanîler,ybu1ebo1ylr
yabanileşmiştir,ybu1ebo1ylso3mso3dr
yabanileşmiş,ybu1ebo1ylso3mso3
yabanileştirdi,ybu1ebo1ylso3dyrdy
yabânîlik,bu2bu1ebo1bu2lk
yabanilikten,ybu1ebo1ylkdbo1
yabanilik,ybu1ebo1ylk
yabaninciri,bu2ebu1ebo1 ebo1xu1bu2ry
yabaninciri,yebu1ebo1 ebo1xu1yry
yabani,ybu1ebo1y
yabanî,ybu1ebo1y
yabani,yebu1ebo1y
