â
atîk
atîka
atîkiyyât
at'ime
âtiye
âtiyen
âtiyülbeyân
âtiyüzzikr
atiyyât
atiyye-i seniyye
atlas
atnâb
ats
atse
atş
atşân
attar
attârî
atûfet
avâid
avâkıb
avâlim
avâm
avâmil
avâmpesend
avân
âvâre
âvâreser
avârız
avârif
âvâz
âvâze
avdet
a'vec
avene
a'ver
âvîze
avn
avrât
avret
âyâ
a'yâd
ayân
a'yân
ayâr
âyât
ayb
âyet
âyîn
âyine
âyînhân
ayn
aynen
ayniyye
ayniyyet
aynülyakîn
ayş
a'yün
ayyâr
ayyârî
a'zâ
azab
azâb
azâbengiz
âzâd
âzâde
âzâdî
a'zam
azamet
âzâr
azdâd
âzer
âzerâsâ
azil
azîm
âzim
azîmet
aziz
azîzan
azîze
azl
azm
azm
âzmâyiş
âzmend
azrâ
azrâil
azrar
azulât
âzürde
bâ
bâb
bâbâ
bâbâyâne
bâbûne
bâc
bâcgîr
bâd
bâdâm
bâdbân
bâdbedest
bâdbîz
ba'de
bâde
bâdefürûş
bâdehâr
ba'dehu
bâdekeş
ba'delmîlâd
ba'demâ
bâdenûş
ba'dezin
bâdî
bâdire
bâdiye
bâğ
bağal
bâğbân
bâğçe
bağçevan
bağteten
bâh
bahâ
bâhaber
bahâdar
bahâdır
bahâne
bahânecû
bahâr
bahârî
bahâyim
bahîl
bâhired
bahis
bâhis
bahr
bahr-i ahdar
bahr-i ahmer
bahr-i hazer
bahr-i kulzum
bahr-i muhît-i atlasî
bahr-i muhît-i kebîr
bahr-i mutavassıt
bahr-i siyâh
bahs
bahş
bahşâyiş
bahşiş
baht
bahtiyârî
bâhûr
bâhusus
baîd
bâis
bâjurnal
bâk
bakâyâ
bakıyye
bâkî
bâkir
bâkire
bâl
bâlâ
bâlâbülend
bâlâhâne
bâlâpervaz
bâliğ
bâlîn
bâliş
bâm
bâmazbata
bâmdâd
bâmukâvele
bâng
bânû
bâr
bârân
bârapor
bârber
bâre
bârgâh
bârgîr
bârî
bârid
bârîk
bârika
bâriz
bârû
bârver
ba's
basar
basîret
basît
bast
ba'süba'delmevt
batâet
bâtakrîr
bâtıl
batın
bâtınen
batî
batn
batt
battal
bâvekar
bâyi
bayrakdâr
baytâr
bâz
ba'zan
bazargâh
bazen
bazı
bâzî
bâzîçe
bâzû
bebr
becâ
becâyiş
beççe
bed
bedahd
bedâheten
bedahlâk
bedâvâz
bedâvet
bedâyi'
bedbaht
bedbîn
bedbû
bedcins
bedçeşm
beddil
bedduâ
bedelât
bedendîş
bedenen
bedestân
bedevî
bedeviyyet
bedfercâm
bedgû
bedgüher
bedhâh
bedhû
bedî'
bedîa
bedîhe
bedîhî
bedkâr
bedlikâ
bedmâye
bedmest
bedmestî
bedmihr
bednâm
bednigâh
bednihâd
bedr
bedre
bedreftâr
bedreka
bedrûd
bedsigâl
bedsîret
bedsirişt
bedter
bedtıynet
bedzebân
bedzehre
begâyet
behâ
behbûd
behcet
behem
behemehâl
beher
behic
behîmî
behîmiyyet
behişt
behiştî
behiyye
behmân
behre
behremend
beht
bekâ
bekâm
bekâya
bekrî
beksimat
bel
bel'
belâ
belâ
belâdet
belâdîde
belâgat
belâhet
belâyâ
belde
beled
beledî
belediyye
belî
belîğ
beliyyât
belki
belût
benâdir
benâm
benân
benât
bend
bende
bendegân
bendegî
bendehâne
bender
bendergâh
bendezâde
benefşe
benefşî
beng
bengî
benî
benîâdem
benîisrâîl
bennâ
benû
ber
berâber
berâberî
berâ'et
berâhîn
berâyı
berâyı malûmât
berbâd
bercâ
berceste
berd
berde
berdevâm
berdülacuz
bere
berehne
berekât
bereket
berevât
berf
berfîn
berg
bergüzâr
berhâne
berhayât
berhürdâr
berî
berîd
berîn
berk
berkarâr
berkemâl
bermâh
bermûcib-i
bermu'tâd
bernâ
berpâ
berr
berrak
berren
berrî
bersâbık
bertaraf
berter
berterîn
bervech-i
berzah
berzger
bes
be's
besâ
besâtîn
besend
besende
beserüçeşm
besî
besîm
beste
bestekâr
bestenigâr
beşâret
beşer
beşere
beşerî
beşeriyyât
beşeriyyet
beşîr
beşûş
beşûşâne
betâet
beter
bevl
bevlî
bevliyye
bevvâb
bevvâbîn
bey'
beyâbân
beyân
beyânât
beyânnâme
beyâz
beyhûde
beyn
beynelmilel
beyn-i
beynülmilel
beyt
beytâr
beytullah
beytûtet
beytülmal
beyzâ
beyze
beyzî
beze
bezekâr
bezir
bezirgân
bezistân
bezle
bezlegû
bezm
bezmgâh
bezzaz
bîaman
bîâr
bîbahâ
bîbedel
bîbehre
bîcâ
bîcan
bîçâre
bîçâregân
bîçunuçirâ
bîd
bîdâd
bîdâdger
bîdâr
bîdârbaht
bid'at
bidâyet
bîd-i mecnûn
bîdil
bîdin
bîedeb
bîeman
bîendişe
bîgâne
bîgüman
bîgünah
bîh
bîhaber
bîhadd
bihakkın
bihamdillah
bihâr
bîhareket
bîhâsıl
bîhayâ
bîhayat
bihâzelemr
bihbûd
bîhemtâ
bîhesâb
bîhiss
bihişt
bîhod
bihter
bîhude
bîinsâf
bîkâr
bîkarâr
bikr
bîl
bilâd
bilâfâsıla
bilâhareket
bilâhere
bilâinkıtâ
bilâkayt
bilakis
bilâmâni'a
bilâmazeret
bilâmerhamet
bilâmühlet
bilâpervâ
bilâşikâyet
bilâte'ehhür
bilâtefrik
bilâtehlike
bilâteminat
bilâücret
bilcümle
bilfarz
bilfiil
bilhassa
biliktizâ
bililtizâm
bilistifade
bilistihsâl
biliştirâk
billûr
bilmecbûriye
bilmukabele
bilmünâsebe
bilmünâvebe
bilmüzakere
bilumum
bilvâsıta
bîm
bîma'nâ
bîmâr
bîmârân
bîmecâl
bîmekân
bîmerhamet
bîmeze
bîmihr
bîmisâl
bîmuhâbâ
bîmübâlât
bîmürüvvet
bin
binâ
bînâ
binâberin
binâen
binâenaleyh
bînâm
bînamaz
bînasîb
bînazîr
bînemek
bînevâ
bînî
bînihaye
binnetice
binnisbe
bint
bîpâyân
bîpervâ
bi'r
birâder
bîrahm
bîrayb
birinc
birişte
bîrûn
biryân
bisât
bîsebat
bîsebeb
bîser
bi'set
bîst
bister
bîsûd
bisyâr
bîşe
bîşerm
bîşuur
bîşübhe
bîşümâr
bîtâb
bîtâbane
bitamâmihâ
bîtaraf
bîtarafâne
bittab'
bittafsîl
bittamâm
bîve
bîvefâ
bîvezen
bîzâr
bizâtihi
bizzarûre
bostân
bû
bu'd
bûd
bu'diyet
buğrâ
buhalâ
buhâr
buhl
buhrân
buht
buhûr
buhurdan
buk'a
buk'avî
bûm
bûm
bûmehen
bûr
burc
burhan
bûriya
burûc
burûdet
bûs
bûse
bûstân
bûte
bûtimar
butlân
butûn
bûy
bûydâr
bûzîne
bühtân
bükâ
bülaceb
büldân
büleğâ
bülend
bülendbâlâ
bülendpervâz
bülheves
bülûğ
bün
bünyâd
bünye
bünyeviyat
bürdbâr
bürde
bürhân
bürîde
bürka
bürnâ
bürrân
bürûdet
bürûz
büstân
büşrâ
büt
büthâne
bütperest
bütûn
büyût
büz
büzdil
büzûr
büzürg
büzürgân
büzürgzâde
câ
câbecâ
câbir
câdde
câdû
câdûger
câh
câhid
câhil
câhilâne
câiz
câize
ca'l
ca'lî
câlib
câlib-i dikkat
câm
câme
câmedân
câmegî
câmekan
câmekan
câmeşûy
câmi'
câmia
câmid
câmûs
cân
cânâ
cânân
cânâne
cânbâz
cândâr
canefşân
cânefzâ
cânfersâ
cânfeşân
cânfezâ
cângüdâz
canhıraş
cânib
cânişin
cânnisâr
cânsipâr
cânsiperâne
cânsitân
cânver
câr
cârî
câriha
câriye
cârû
cârûb
câsûsî
câvid
câvidân
cây
câygâh
câyi'
câynişîn
câzib
câzibe
cazibedar
câzibiyyet
cebâbire
cebânet
cebbâr
cebbârî
cebel
cebhe
cebîn
cebr
cebren
cebrî
cedâvil
cedd
cedel
cedelî
cedî
cedîd
cedîde
cedvel
cefâ
cefâcû
cefâdîde
cefâkâr
cefâkârî
cefâkeş
cefâpîşe
cefcâf
ceffelkalem
cefr
cehâlet
cehd
cehele
cehennemî
cehl
cehren
celâdet
celâl
celb
celbnâme
celeb
celesât
celîl
celîs
cellâd
cellâdî
celse
cem'
cemâat
cemâd
cemâdât
cemâhîr
cemâl
cem'an
cemel
cemî'
cemî'an
cemil
cemîle
cemiyet
cem'iyyât
cem'iyyet
cem'iyyet-i akvâm
cemm
cenâb
cenâbet
cenâh
cenb
cendere
ceng
cengâver
cengâverî
cengcû
cengel
cennât
cennet
cennet-i a'lâ
cennetmekân
cenûb
cenûbî
cenûb-i garb
cenûb-i garbî
cenûb-i şark
cenûb-i şarkî
cerâd
cerâhat
cerâid
cerâim
cerbeze
ceres
cereyân
cerge
cerh
cerîde
cerîha
cerîme
cerrâh
cerrâhî
cesâmet
cesâret
cesîm
cesîmülcüsse
cesûr
cev
cevâb
cevâben
cevâd
cevâhir
cevâmi'
cevâmid
cevâmîs
cevân
cevânib
cevârî
cevâz
cevdet
cevelân
cevelângâh
cevf
cevher
cevherfürûş
cevherî
cevîn
cevir
cevr
cevşen
cevv
cevvâl
cevvî
cevzâ
ceyb
ceyş
ceyyid
cezâ
cezâir
cezâlet
cezb
cezbe
cezer
cezîre
cezm
cezzâb
cibâl
cibillet
cibilliyet
cibilliyetsiz
cidâl
cidâlcû
cidâr
cidden
ciddî
ciddiyyet
cîfe
ciger
cigergûşe
cigerpâre
cigersûz
cihâd
cihân
cihânâferîn
cihandar
cihandîde
cihangîr
cihangîrî
cihângüşâ
cihânî
cihannüma
cihâr
cihâren
cihât
cihâz
cihet
cilâ
cilâdar
cild
cilve
cilvegâh
cilveger
cilvesâz
cimâ'
cinâ'î
cinân
cinayetkâr
cinâze
cindar
cinnet
cins
cinsî
cirm
cism
cismânî
cismen
cisr
civan
civânân
civanbaht
civânî
civânmerd
civâr
cîve
cizye
cû
cû
cû'
cûce
cûd
cuğd
cûlâh
cum'a
cumhûr
cumhûrî
cumhûriyyet
cûş
cûşâcûş
cûşân
cûşiş
cûy
cûy
cûybâr
cûyende
cübn
cüdâ
cüdâyî
cüdrân
cüft
cüfte
cühelâ
cühhâl
cüllâh
cülûs
cülûsiyye
cümcüme
cümel
cümle
cümleten
cümûd
cümûdiyye
cünbân
cünbiş
cünd
cündî
cünha
cünûd
cürm
cürûf
cüsse
cüstücû
cüvâl
cüz'
cüzâm
cüzdan
cüz'î
cüz'iyyât
çâbük
çâbükî
çâbükpâ
çâbükrev
çâbüksüvar
çâder
çâdernişin
çadır
çağz
çâh
çâk
çâkâçâk
çâker
çâkerî
çâkûç
çâlâk
çâlâkî
çâlik
çâlpâre
çâme
çâne
çâpâr
çâplûs
çâr
çâr
çârçûbe
çardak
çârdeh
çâre
çârecû
çâresâz
çâresâzî
çârgâh
çârgûşe
çarh
çarmıh
çârnâçâr
çârpâ
çârsû
çârsû
çârşeb
çârşenbe
çârtâk
çârüm
çâryâr
çâşni
çâşnigîr
çâşt
çeğâle
çeh
çehâr
çehre
çehreperdâz
çekâçâk
çekîde
çekûç
çelîpâ
çem
çemen
çemenzâr
çenâr
çenber
çend
çendan
çendin
çeng
çengâl
çengî
çep
çerâ
çerâgâh
çerâğ
çerâğân
çerâkese
çerb
çerbzebân
çerh
çerm
çeşm
çeşmân
çeşmderîde
çeşme
çetr
çevgân
çeyrek
çîgûne
çigûnegî
çihâr
çihar yâr
çihârüdü
çihârüse
çihârüyek
çihil
çihilpâ
çihre
çil
çile
çilekeş
çimen
çîn
çirâğ
çîredest
çirk
çirkâb
çirkîn
çîz
çûb
çûbân
çûbek
çun
çün
çünki
çüst
çüstî
çüvâl
çüvaldûz
dâd
dâd
dâdgâh
dâdhâh
dâdres
dâdû
dâdüferyâd
dâdüsited
dâfi'
dâğ
dağal
dağalbâz
dağdağa
dâhî
dâhil
dâhile
dâhilen
dâhilî
dâhiliye
dahl
dahme
dâ'î
dâim
dâimî
dâir
dâire
dâirenmâdâr
dâirevî
dâirezen
dâiye
dakâyık
dakîk
dakîka
dalâlet
dâll
dâlle
dâm
dâmâd
dâmân
dâmen
dâmenâlûde
dâmenbûs
dâmene
dâmengîr
dâmgâh
dân
dân
dânâ
dâne
dânende
dâng
dâniş
dânişâmûz
dânişgâh
dânişmend
dânişver
dâr
dâr
dâr
dârâ
darabân
darabât
darb
darbe
darbhâne
darbımesel
dârçîn
dârende
dâr-ı bekâ
dâr-ı fenâ
darîr
dârû
dârûhâne
dârülaceze
dârülbedâyi
dârülelhân
dârüleytâm
dârülfünun
dârülhilâfe
dârülkütüb
dârülmuallimât
dârülmuallimîn
dârülmülk
dârülvilâde
dârüssaltana
dârüsselam
dâs
dâstân
dâstânî
dâ'ussıla
davâ
dâver
davet
dâye
dâyin
deâvî
debbağ
debdebe
debir
ded
def
def'
def'a
defaât
defâin
def'aten
defâtir
define
defn
defter
defterdâr
defzen
deh
dehâ
dehâlet
dehâlîz
dehân
dehânbeste
dehen
dehliz
dehr
dehrî
dehriyye
dehşetâver
dehşetengîz
dekâkîn
delâil
delâlet
delîl
delk
dellâk
dellâl
delv
dem
dem
demâdem
dembedem
demsâz
denâet
dendân
dendanmüzd
denî
der
derâhim
derakab
derâmed
derâz
derbân
derbâr
derbeder
derbend
derc
derd
derdâ
derdest
derdiser
derdmend
derecât
derece
derekât
dereke
derende
dergâh
derhâl
derhâst
derhâtır
derhor
derîçe
derk
derkenâr
dermân
dermânde
dermeyân
derpîş
derrâk
derre
dersaadet
dershân
deruhde
derûn
derûnî
dervâze
dervîş
dervîşân
deryâ
deryâdil
deryâneverd
derzî
desâis
desîse
desîsekâr
dessâs
dest
destân
destâr
destâvîz
destbedest
destbûs
destbûsî
deste
destere
destgâh
destgîr
destî
destkâr
destmâl
destmüzd
destres
destûr
deşne
deşt
devâ
devâbb
devâir
devâm
devâsâz
devât
devâvîn
deverân
devlet
devr
devrân
devre
dey
deyn
deyr
dıl'
dırâz
dî
dîbâ
dîbâce
dicâce
dîdâr
dîde
dîde
dîdegân
dîg
diger
dîgergûn
dîgerkâm
dih
dihât
dihhodâ
dihkân
dikkat
dil
dilârâ
dilâşûb
dilâver
dilâvîz
dilâzâr
dilâzürde
dilbâz
dilbend
dilber
dilbeste
dilcû
dildâde
dildâr
dildüzd
dilefgâr
dilefrûz
dilfigâr
dilfirîb
dilgîr
dilgüdâz
dilgüşâ
dilhâh
dilhaste
dilhırâş
dilhûn
dilîr
dilkeş
dilnişîn
dilnüvaz
dilpesend
dilrübâ
dilsûhte
dilsûz
dilşâd
dilşikâr
dilşiken
dilşikeste
dilteng
dilteşne
dimâğ
dindârî
dînen
dînî
dîr
dirahşân
diraht
direfş
direm
dirîğ
dirîğâ
dîrîn
dîrîne
dîşeb
dîvân
dîvâne
dîvânegî
dîvâr
diyâr
dizdâr
dost
dostâne
dostî
dostkâm
duâgû
dûçâr
dûd
dûd
dûde
dûdmân
dûğ
duhân
duht
duhter
duhûl
duhûliye
dumûr
dûn
dûnperver
dûr
dûrbîn
dûrdest
dûrendîş
dûrî
durûb-i emsâl
durûd
dûst
dûş
dûş
dûşîze
dûzah
dü
dübâre
dübb
dübür
dücâce
düdil
dühûr
dühül
düm
dümbâl
dümel
dümûy
dünbâl
dünbek
dünîm
dünyâperest
dünyevî
dürc
dürd
dürdâne
dürdkeş
dürer
dürr
dürrâ'a
dürre
dürû
dürûğ
dürûğzen
dürûs
dürüst
dürüşt
düstûr
düşenbe
düşine
düşmen
düşnâm
düşvâr
düvâzdeh
düvel
düvist
düvüm
düyûn
düzd
düzdî
düzdîde
eâcîb
eamm
eâzım
eazz
eb
ebâbil
eb'ad
eb'âd
ebâtil
ebced
ebcedhân
ebdâl
ebdân
ebed
ebeden
ebedî
ebediyyen
ebediyyet
ebeveyn
ebhâr
ebhâs
ebî
ebkem
eblak
ebleh
eblehâne
eblehî
ebnâ
ebniye
ebr
ebrâlûd
ebrâr
ebred
ebreş
ebrişüm
ebrû
ebsâr
ebülbeşer
ebvâb
ebyât
ebyaz
ecânib
ecdâd
ecel
ecell
echel
echelüminkaragöz
ecir
ecnâs
ecnebî
ecr
ecrâm
ecrâm-ı semâviyye
ecsâd
ecsâm
ecvef
ecvibe
eczâ
eczâhâne
edâ
edeb
edevât
edîb
edîbe
edille
edîm
ed'iye
ednâ
edvâr
edviye
edyân
edyâr
ef'âl
efâzıl
efdal
efgân
ef'î
efkâr
efkâr-ı âmme
eflâk
efrâd
efrenc
efsâne
efsâr
efser
efser
efsun
efsunger
efsûs
efsürde
efşüre
efvâc
efvâh
efyûn
efzâr
efzâyiş
efzûn
eger
ehad
ehâdîs
ehadiyyet
ehâlî
ehass
ehdâf
ehemm
ehemmiyyet
ehibbâ
ehil
ehl
ehl-i din
ehl-i hâl
ehl-i hubre
ehl-i îman
ehl-i salib
ehl-i vukûf
ehliyyet
ehrâm
ehrimen
ehsâs
ehven
ehzâb
eimme
eizze
ejder
ejderhâ
ekâbir
ekâlîm
ekall
ekalliyet
ekârib
ekâvîl
ekber
ekdâr
ekfân
ekhâl
ekîd
ekîden
ekl
ekmel
eknâf
eknûn
ekrem
ekser
ekserî
ekseriyyâ
ekseriyyet
ekseriyyet-i ârâ
ekseriyyet-i mutlaka
ektâf
ekûl
ekvân
ekyâl
ekzeb
elaman
el'an
elbise
elem
elemzede
elf
elfâz
elhâc
elhâlet hâzihi
elhân
elhâsıl
elifba
elîm
elîme
elkıssa
elsine
eltâf
elvâh
elvân
elvedâ
elviye
elyâf
elyevm
elzem
em'â
emâkin
emân
emânât-ı mübâreke
emânet
emânetdâr
emâneten
emârât
emâre
emaret
emced
emel
emhâl
emhâr
emîn
emir
emîr
emirnâme
emkine
emlâk
emmâre
emn
emniyyet
emr
emrâz
emred
emsâl
emsâl
emsile
emtia
emvâc
emvâl
emvâl-ı gayr-i menkûle
emvât
emzice
enâm
enbân
enbâr
enbîk
enbiyâ
enbûh
encâm
encîr
encüm
encümen
endâm
endâze
endek
ender
enderûn
enderü'l-vukû
endîşe
endîşenâk
endîşnâk
endûh
ene
enf
enfâs
enfes
enfüs
engâr
engûr
engübin
engüşt
engüşter
engüştnümâ
enhâr
enîn
enîs
enkâz
enmûzec
ensâb
ensâc
ensâl
ensâr
ensice
envâ'
envâr
enver
enzâr
erâcîf
erâmil
erâzî
erâzil
erba'
erba'a
erbâb
erbain
erc
ercmend
ercümend
erfa'
erganun
ergevân
erguvân
erguvânî
erîke
eriş
erkâm
erkân
erkân-ı harbiyye-i umûmiyye
ermeğân
erneb
erre
ervâh
erz
erzâk
erzân
erzânî
erzel
erzen
erziş
erzîz
es'ad
esâmî
es'âr
esâret
esâs
esâsât
esâsen
esâtîr
esâtîz
esb
esbâb
esbâb-ı mûcibe
esbâb-ı mücbire
esbâb-ı zarûriyye
esbak
esed
esef
esefâ
esefnâk
eser
esfâr
esfel
eshâb
eshâm
eshâr
eshel
eshiyâ
es'ile
esîr
esîrân
eslâf
esliha
esmâ
esmân
esmâr
esmer
esnâ
esnâf
esnâm
esnân
esra'
esrâr
esrârengîz
esrarkeş
ester
esvâb
esvât
esved
esyâf
eş'âr
eşcâr
eşhâs
eşhür
eşi'a
eşk
eşkâl
eşkâlûd
eşkiyâ
eşna'
eşrâf
eşref
eşref-i mahlûkât
etemm
etfâl
etıbbâ
et'ime
etrâf
etrâk
etvâr
evâhir
evâil
evâmir
evân
evânî-i turâbe
evâsıt
evbâş
evc
evdiye
evhad
evhâm
evkâf
evkât
evlâ
evlâd
evleviyyet
evliyâ
evrâd
evrâk
evreng
evsâf
evsat
evtâd
evvel
evvelâ
evvelâhır
evvelbahar
evveliyyât
evzân
eyâlât
eytâm
eyvân
eyyâm
eyzan
ezânî
ezdâd
ezel
ezelbeezel
ezelî
ezeliyyet
ezhân
ezhâr
eziyyet
ezkâr
ezkazâ
ezkiyâ
ezmân
ezmine
ezmine-i cedîde
ezmine-i kadîme
ezmine-i mütekaddime
ezrak
ezvâc
ezvâk
ezyâl
fa'âl
